ID,Name,Beschreibung,CannaWorld-Teil,Domäne/Kategorie,Empfänger/Rolle,Delivery-Typ,Input → Output,Beleg-Quelle,Reifegrad,AIHF-Bezug,Status
DR-058,On-Site Assessment — senior facility visit,"1-2 day senior Cannaworld presence at supplier facility: walkthrough of production, extraction, QC laboratory, document control; live observation, photo/video evidence (subject to confidentiality preferences), structured interviews with QA/production/management; feeds into ICH Q7 screening and supplier audit",AICert,Quality/GxP,Thai cannabis supplier,menschlich,Facility access + management availability → on-site findings pack (notes + evidence),Salus PDF (16dtAOFNOfGiNV0aYhGzfTijFwPBOCttv) §5(b) S-05,Konzept,nein,BELEGT
DR-059,"Supplier Compliance Audit (for export context, per audit)","Audit of an upstream supplier (biomass cultivator, contract extractor, testing lab) against Cannaworld supplier-audit template; output: supplier audit report + finding list + accept/conditional/reject recommendation; builds supplier-control file required for EU-GMP route",AICert,Trust/Audit,Thai cannabis supplier / EU buyer commissioning supplier audit,menschlich,Supplier access + audit template → audit report + recommendation,Salus PDF (16dtAOFNOfGiNV0aYhGzfTijFwPBOCttv) §5(c) S-06,Konzept,nein,BELEGT
DR-060,Conditional EU Test-Batch PO Documentation Package,"Documentation set for one conditional/suspensive EU test-batch purchase order: product specification sheet, triangular supply stub (Salus×buyer×Cannaworld), tolling-partner route memo, logistics and customs briefing, COA evidence checklist, conditions-precedent schedule; instrument becomes active only when all activation conditions are satisfied",Marketplace,Trade,Thai cannabis supplier preparing first EU export,menschlich,Product specs + route information + buyer intent → conditional PO documentation pack + conditions-precedent tracker,Salus PDF (16dtAOFNOfGiNV0aYhGzfTijFwPBOCttv) §5(d) S-09,Konzept,nein,BELEGT
DR-061,Tolling-Partner Route Memo,"Identification and documentation of EU-GMP tolling/processing partner options for Thai bulk extract/distillate entering EU market; maps regulatory path, evidence requirements, tolling partner fit per product and route",AICert,Regulatory,Thai cannabis supplier / EU buyer,menschlich,"Product profile + target EU market → Route Memo (path, partner fit, evidence, open items)",Salus PDF (16dtAOFNOfGiNV0aYhGzfTijFwPBOCttv) S-10,Konzept,nein,BELEGT
DR-062,Triangular Transaction Structuring — per buyer/deal,Legal/commercial structuring of a Salus×EU-buyer×Cannaworld (+ tolling partner) deal using Triangular Supply agreement templates; per buyer/deal; coordinates all transaction parties without Cannaworld taking title to goods,Marketplace,Trade,Thai supplier + EU buyer,menschlich,Buyer+supplier match + route memo → executed Triangular Supply agreement set,Salus PDF (16dtAOFNOfGiNV0aYhGzfTijFwPBOCttv) S-12,Konzept,nein,BELEGT
DR-063,EU-GMP Roadmap Advisory — per work package,Advisory support guiding supplier and supply-chain partners toward EU-GMP certification or a qualified EU route equivalent; per defined work package; does not constitute GMP certification or regulatory approval,Europe,Quality/GxP,Thai cannabis supplier / EU tolling partner,menschlich,Current GMP gap + target route → work-package report with practical next actions,Salus PDF (16dtAOFNOfGiNV0aYhGzfTijFwPBOCttv) S-13,Konzept,nein,BELEGT
DR-064,"API-Route Conversion Plan (optional premium, per Phase 5 activation)","Planning and coordination of the optional conversion from bulk API/intermediate extract exports to a qualified API-route export model (Months 25-30); includes qualified API-route conversion plan, premium batch/QA review, premium API desk, premium brokerage; activated only on written client request when route-specific conditions are met",Europe,Regulatory,Thai cannabis supplier with mature EU export route,menschlich,Mature export route + API-route readiness → API-route conversion plan + premium desk + premium transaction files,Salus PDF (16dtAOFNOfGiNV0aYhGzfTijFwPBOCttv) §6 S-16,Idee,nein,BELEGT
DR-065,Compliance Management Retainer (monthly),"Ongoing compliance management retainer covering action-tracker maintenance, CAPA follow-up, document status monitoring, compliance status reporting; differentiated from Export & Buyer Desk; mentioned as standalone recurring product in partner pricing",Gateway,Quality/GxP,Thai cannabis supplier,menschlich,Platform data + ongoing events → monthly compliance status + updated action tracker,Green Chrono Priority Partner Pricing PDF (1YNIWlQQh2nzh6gvqaFTka8Z34dsLBjcN) §2 'Compliance Management Retainer',Konzept,nein,BELEGT
DR-066,Licence Verification Pack,"Verification and structuring of existing Thai licences (cultivation, post-harvest, export, narcotics handling) relevant to the GACP Readiness Program engagement; documents licence status, expiry, scope, gaps; included with Module A in pilot-partner arrangements",Gateway,Regulatory,Thai cannabis operator,menschlich,Existing licences + authority databases → verified licence summary + gap matrix,Green Chrono Priority Partner Pricing PDF (1YNIWlQQh2nzh6gvqaFTka8Z34dsLBjcN) §2 'incl. Licence Verification Pack' with Module A,Konzept,nein,BELEGT
DR-067,AI-Powered Supply-Demand Matching Engine,"AI matching system that matches buyers and sellers not merely by profile but on batch specifications, lab results, GMP/GACP status, compliance readiness, import capability, pharmacy demand, and historical performance; described as the core intelligence layer of the Cannaworld marketplace; generates data-and-trust moat with each transaction",Marketplace,Data/AI,All marketplace participants (suppliers + buyers),automatisiert,Supplier compliance profiles + buyer requirements + historical data → AI-ranked match list + recommended introductions,Investor Pitch Speech (1-LwKyqyqgmcITv9OgHkDQW736_TaPYsxwC_tQpigj9w) Slide 7; PostHarvest Closing (1rUNLcdrwLcg-n8Y2WoXTYN-zi953hRJ_wRYcU-GaHkI),Konzept,nein,BELEGT
DR-068,GMP-AICert Trust Engine — AI Gap Assessment & Evidence Verification,"AI-backed trust system powering the marketplace: AI gap assessment, document intelligence, audit and evidence management, supplier risk scoring, batch traceability, QP-ready documentation; described as the infrastructure that makes compliance verifiable rather than trust-based",AICert,Trust/Audit,All marketplace participants; EU buyers; QPs,AI-gestützt,Supplier compliance data + batch records → AI-verified evidence set + risk score + QP-ready documentation,Investor Pitch Speech (1-LwKyqyqgmcITv9OgHkDQW736_TaPYsxwC_tQpigj9w) Slide 8; PostHarvest Closing (1rUNLcdrwLcg-n8Y2WoXTYN-zi953hRJ_wRYcU-GaHkI),Konzept,nein,BELEGT
DR-069,Pharmacy Access Layer — Direct & Pharmacy-Near Import Model,"Service/infrastructure enabling EU pharmacies to access cannabis supply closer to source with fewer intermediaries: better selection, better margins, transparent origin, full regulatory safety; replaces traditional importer→wholesaler→pharmacy chain; described as 'controlling trust at both ends of the chain'",Europe,Pharmacy,German / EU pharmacy,automatisiert,Pharmacy profile + sourcing requirements → curated compliant supplier access + compliance documentation,Investor Pitch Speech (1-LwKyqyqgmcITv9OgHkDQW736_TaPYsxwC_tQpigj9w) Slide 9/10,Idee,nein,BELEGT
DR-070,Post-Harvest Export Readiness Education Event,"Live educational stage presentation for Thai farm owners covering the full post-harvest evidence chain: batch identification, harvest records, drying/curing monitoring, trimming/sorting, lab testing (COA), packaging and chain-of-custody documentation; bilingual EN/Thai with live interpreter; farmer speech script 15-min format",Gateway,Education,Thai cannabis farm owners / cultivators,menschlich,Registered farm audience → structured educational session + evidence pack framework understanding,PostHarvest_FarmerSpeech_EN.md (1ej7wn_zHcmLk80tLzB2wUMk0px3PxGOQrkPVcYOWcOI),Konzept,nein,BELEGT
DR-071,Regional Partner Farm Onboarding Event & Free Readiness Assessment,"Live conversion event following the Post-Harvest education session; attendees walk to Cannaworld table for free 3-4 question farm readiness mini-check; table staff capture farm profile (name, province, size, current crop, certifications); gives one honest compliment and one gap; introduces the GACP readiness pathway; leads to GACP Readiness Program engagement",Gateway,Marketing/GTM,Thai cannabis farm owners seeking EU market access,menschlich,Farm owner attendance → farm profile capture + readiness mini-assessment + shortlist place / follow-up booking,PostHarvest_V3_Closing_RegionalPartner_EN.md (1rUNLcdrwLcg-n8Y2WoXTYN-zi953hRJ_wRYcU-GaHkI),Konzept,nein,BELEGT
DR-072,EU-GACP Upgrade Pathway,"Extension of GACP readiness beyond Thai DTAM standards toward EU-GACP criteria, enabling marketplace listing at Export-Ready Supplier tier and EU buyer credibility; mentioned as the road from Thai GACP → EU-GACP upgrade → Marketplace; exact service scope not fully detailed in Drive documents",Gateway,Quality/GxP,Thai cannabis farm with Thai GACP status,menschlich,Thai GACP documentation + EU-GACP gap analysis → EU-GACP-aligned evidence set + upgraded marketplace status,"Ableitung: PostHarvest Closing (1rUNLcdrwLcg-n8Y2WoXTYN-zi953hRJ_wRYcU-GaHkI) references 'Thai GACP readiness, to the EU-GACP upgrade, all the way onto the marketplace'; Investor Pitch Slide 11 references GACP-to-GMP value gap",Idee,nein,ANNAHME
DR-073,Data & Market Intelligence (recurring),"Data-driven market intelligence and reporting derived from aggregated marketplace transaction data, compliance scoring trends, and buyer demand patterns; described as one of five revenue streams in investor pitch as 'Data and market intelligence'",Marketplace,Data/AI,EU buyers / investors / platform participants,automatisiert,Aggregated marketplace data → market intelligence reports + pricing signals + compliance benchmarks,Investor Pitch Speech (1-LwKyqyqgmcITv9OgHkDQW736_TaPYsxwC_tQpigj9w) Slide 15 revenue model listing,Idee,nein,BELEGT
DR-074,Compliance SaaS Platform (subscription),"SaaS subscription revenue stream from the Cannaworld digital platform itself (data room, compliance tracking, evidence management, traceability); described in investor pitch as one of five revenue streams ('Compliance SaaS'); underlying infrastructure already described in Module 2 but SaaS framing implies independent product",übergreifend,Platform/Identity,Any cannabis operator / buyer,automatisiert,Subscription → platform access + compliance modules + data management,Investor Pitch Speech (1-LwKyqyqgmcITv9OgHkDQW736_TaPYsxwC_tQpigj9w) Slide 15; operationally = Module 2 (DR-006/007/008),im-Code,nein,BELEGT
DR-075,QP Support & Export Gate Control,Formalized Qualified Person support service controlling batch release for export; GMP Leader role providing batch release decisions as the ultimate export gate; creates structural long-term client dependency; exact service specification not elaborated in available Drive content (stub document only),Germany,Quality/GxP,EU importer / pharmacy (requiring QP-released batches),menschlich,Batch documentation + lab evidence → QP release decision + batch release record,Ableitung: QP Support Service-Modell document (1HuDfWEUZeaFg-z0bCeNXHUFnJtM5BlB6vqUiStOBHC8) is a stub (title + prompt only); Investor Pitch Slide 8 mentions 'QP-ready documentation'; Salus PDF references QP function in regulatory matrix,Idee,nein,ANNAHME
DR-076,Impartiality Vehicle — Structurally Separated Compliance Review Entity (ISO 17065 roadmap),Future legal entity within GMP-AICert structure that houses the supplier qualification/review function separated from the marketplace entity; to pursue ISO 17065 accreditation; Phase 3 of the 12-month impartiality roadmap; not yet operational but explicitly designed and described in Framework v2,AICert,Trust/Audit,All marketplace participants requiring accredited certification authority,Durchlauf-extern,Supplier compliance review request → accredited certification decision (future state),Cannaworld_Service_Framework_v2 (1Nvj1MGUTpACFxjTt99OJqNCBU_k6EdHH9xI_o0umllA) §16.4,Idee,nein,BELEGT
DR-077,Cooperative Document Review Integration (AI engine 3rd-party),"Integration of a third-party AI (Devendra Dilloud's AI system with 3 engines) into Cannaworld's software environment for document review, Thai/EU export document compliance checking (NX22, NX1, NX7 formats); 24-hour document review turnaround; no document storage for privacy; discussed as integration project",AICert,Data/AI,Thai cannabis supplier / Cannaworld operations,AI-gestützt,Export document set (15-16 Thai regulatory documents) → AI compliance review + pass/fail report within 24h,Devendra/Kevin meeting notes (1cQ8siTwZxIs1K8RCLFGnO7jMFwhAudu3dYR6O3GPDwU) — meeting summary of integration proposal,Idee,nein,BELEGT
GW-001,Batch erstellen,"Exporter/Farm legt neue Cannabis-Charge mit Stammdaten (Strain, THC/CBD, Menge, Zielmarkt) an.",Gateway,Trade,"Exporter, Farm",automatisiert,"Batch-Formular → Charge-ID, Status 'submitted'","src/pages/dashboard/CreateBatch.tsx, supabase/functions/cross-platform-api/index.ts (action=create_batch)",live,nein,BELEGT
GW-002,Charge-Liste & Detail,"Suche, Filtere und betrachte eigene und zugewiesene Chargen mit vollständigem Status-Verlauf.",Gateway,Trade,"Exporter, Farm, Importer, Lab",automatisiert,Filter-Params → Batch-Liste + Detail-View,"src/pages/dashboard/Batches.tsx, src/pages/dashboard/BatchDetail.tsx",live,nein,BELEGT
GW-003,Meine Chargen (Farm-View),Farm-seitige gefilterte Ansicht eigener Produktions-Chargen mit Status-Badges.,Gateway,Cultivation,Farm,automatisiert,User-ID → eigene Charge-Übersicht,src/pages/dashboard/MyBatches.tsx,live,nein,BELEGT
GW-004,AI Batch Analyse (Submit),"Dokumente einer Charge werden zur KI-Analyse eingereicht; Ergebnis liefert Preis-Schätzung, Compliance-Check und Deviation-Flag.",Gateway,Quality/GxP,"Exporter, Farm",AI-gestützt,"Batch-ID + Dokumente → AI-Job-Status, Preis-Abweichung, Review-Flag",supabase/functions/ai-batch-analyze/index.ts (action=submit_batch),live,nein,BELEGT
